rna54269	gene27953
rna27746	gene8673
rna60726	gene32046
rna23357	gene7228
rna23358	gene7228
rna23356	gene7228
rna23359	gene7228
rna30135	gene11022
rna34797	gene15618
rna28506	gene9420
rna32941	gene13796
rna48100	gene24108
rna48102	gene24108
rna48103	gene24108
rna48101	gene24108
rna48104	gene24108
rna13296	gene4071
rna13297	gene4071
rna24880	gene7728
rna24879	gene7728
rna33374	gene14218
rna46871	gene23354
rna53491	gene27475
rna9607	gene2932
rna18606	gene5743
rna18604	gene5743
rna18607	gene5743
rna18608	gene5743
rna18609	gene5743
rna18610	gene5743
rna18611	gene5743
rna18605	gene5743
rna54159	gene27886
rna47614	gene23808
rna35513	gene16070
rna35514	gene16070
rna58607	gene30655
rna5286	gene1614
rna5287	gene1614
rna5288	gene1614
rna5289	gene1614
rna5285	gene1614
rna45513	gene22484
rna17742	gene5472
rna17743	gene5472
rna17744	gene5472
rna17745	gene5472
rna17741	gene5472
rna33218	gene14065
rna53652	gene27566
rna34757	gene15578
rna47538	gene23769
rna28648	gene9560
rna1037	gene333
rna1036	gene333
rna34749	gene15570
rna49000	gene24627
rna9485	gene2894
rna61926	gene32758
rna28522	gene9436
rna38840	gene18222
rna43436	gene21179
rna50349	gene25470
rna56814	gene29518
rna62954	gene33371
rna62955	gene33371
rna29622	gene10521
rna24741	gene7687
rna46678	gene23219
rna62046	gene32821
rna62047	gene32821
rna62048	gene32821
rna39342	gene18575
rna47247	gene23605
rna47248	gene23605
rna53942	gene27745
rna49986	gene25242
rna49987	gene25242
rna49988	gene25242
rna34227	gene15052
rna19947	gene6177
rna19948	gene6177
rna19951	gene6177
rna19950	gene6177
rna19949	gene6177
rna19952	gene6177
rna19943	gene6177
rna19944	gene6177
rna19945	gene6177
rna19946	gene6177
rna34358	gene15182
rna40508	gene19360
rna40509	gene19360
rna43897	gene21474
rna54239	gene27933
rna28259	gene9175
rna64012	gene34001
rna33828	gene14663
rna6137	gene1879
rna6138	gene1879
rna27700	gene8627
rna34398	gene15222
rna40870	gene19595
rna578	gene193
rna580	gene193
rna579	gene193
rna581	gene193
rna61344	gene32405
rna61345	gene32405
rna61350	gene32405
rna61346	gene32405
rna61347	gene32405
rna61351	gene32405
rna61349	gene32405
rna61348	gene32405
rna31095	gene11973
rna55120	gene28482
rna55121	gene28482
rna25253	gene7828
rna25252	gene7828
rna7776	gene2351
rna7777	gene2351
rna8833	gene2667
rna8832	gene2667
rna7947	gene2398
rna7948	gene2398
rna7949	gene2398
rna51436	gene26163
rna60898	gene32141
rna52105	gene26585
rna52106	gene26585
rna52108	gene26585
rna52107	gene26585
rna46892	gene23368
rna12582	gene3856
rna12581	gene3856
rna63610	gene33756
rna55387	gene28622
rna26355	gene8165
rna26356	gene8165
rna520	gene176
rna521	gene176
rna522	gene176
rna519	gene176
rna30398	gene11283
rna28883	gene9791
rna31633	gene12506
rna30722	gene11604
rna39358	gene18588
rna28231	gene9147
rna60304	gene31782
rna34006	gene14833
rna33007	gene13862
rna26879	gene8318
rna26880	gene8318
rna26881	gene8318
rna37861	gene17628
rna37860	gene17628
rna37862	gene17628
rna57963	gene30263
rna50503	gene25573
rna50504	gene25573
rna57012	gene29655
rna48571	gene24388
rna38078	gene17735
rna59019	gene30918
rna59020	gene30918
rna59018	gene30918
rna59021	gene30918
rna59022	gene30918
rna59023	gene30918
rna59024	gene30918
rna59025	gene30918
rna50650	gene25668
rna4594	gene1422
rna4595	gene1422
rna34966	gene15765
rna34968	gene15765
rna34967	gene15765
rna34969	gene15765
rna34970	gene15765
rna34971	gene15765
rna34973	gene15765
rna34972	gene15765
rna34974	gene15765
rna34975	gene15765
rna34976	gene15765
rna21305	gene6596
rna21306	gene6596
rna26392	gene8175
rna26390	gene8175
rna26391	gene8175
rna47388	gene23686
rna39089	gene18380
rna52325	gene26745
rna44985	gene22130
rna28387	gene9301
rna36443	gene16661
rna14670	gene4507
rna14671	gene4507
rna31503	gene12378
rna55544	gene28713
rna27173	gene8401
rna27172	gene8401
rna27176	gene8401
rna27175	gene8401
rna27174	gene8401
rna27177	gene8401
rna27178	gene8401
rna51363	gene26121
rna51364	gene26121
rna28336	gene9251
rna16278	gene4996
rna16277	gene4996
rna14815	gene4550
rna14816	gene4550
rna1752	gene565
rna1753	gene565
rna1751	gene565
rna32613	gene13472
rna27937	gene8861
rna54293	gene27966
rna16672	gene5119
rna16673	gene5119
rna16671	gene5119
rna38493	gene17997
rna13474	gene4126
rna13475	gene4126
rna13476	gene4126
rna13473	gene4126
rna13477	gene4126
rna51142	gene25960
rna38644	gene18102
rna38645	gene18102
rna60561	gene31954
rna56381	gene29263
rna43743	gene21381
rna35471	gene16042
rna35472	gene16042
rna35473	gene16042
rna35474	gene16042
rna2544	gene801
rna2543	gene801
rna62969	gene33383
rna38323	gene17880
rna38324	gene17880
rna38325	gene17880
rna29618	gene10520
rna29621	gene10520
rna29620	gene10520
rna29619	gene10520
rna42919	gene20861
rna2979	gene931
rna2980	gene931
rna2982	gene931
rna2981	gene931
rna2983	gene931
rna2984	gene931
rna2985	gene931
rna2978	gene931
rna2986	gene931
rna21188	gene6564
rna21189	gene6564
rna18506	gene5712
rna18507	gene5712
rna39932	gene18966
rna39933	gene18966
rna61945	gene32770
rna42754	gene20749
rna30998	gene11876
rna40602	gene19423
rna40603	gene19423
rna58372	gene30500
rna50274	gene25418
rna50275	gene25418
rna45726	gene22631
rna52244	gene26683
rna52243	gene26683
rna63812	gene33875
rna63813	gene33875
rna6308	gene1925
rna6309	gene1925
rna6307	gene1925
rna36037	gene16409
rna55571	gene28721
rna43887	gene21466
rna43888	gene21466
rna43890	gene21466
rna43889	gene21466
rna6911	gene2103
rna6912	gene2103
rna7319	gene2221
rna7320	gene2221
rna7322	gene2221
rna7321	gene2221
rna7323	gene2221
rna7318	gene2221
rna7317	gene2221
rna7324	gene2221
rna6477	gene1972
rna6478	gene1972
rna6476	gene1972
rna47208	gene23578
rna14688	gene4511
rna14690	gene4511
rna14689	gene4511
rna14687	gene4511
rna14691	gene4511
rna14685	gene4511
rna14686	gene4511
rna14692	gene4511
rna14693	gene4511
rna10394	gene3176
rna10393	gene3176
rna10392	gene3176
rna10395	gene3176
rna2403	gene751
rna2402	gene751
rna2203	gene695
rna2201	gene695
rna2202	gene695
rna2204	gene695
rna29614	gene10516
rna42041	gene20308
rna42042	gene20308
rna42043	gene20308
rna42045	gene20308
rna42044	gene20308
rna42046	gene20308
rna42047	gene20308
rna34045	gene14871
rna30814	gene11695
rna61120	gene32265
rna61121	gene32265
rna10981	gene3356
rna10980	gene3356
rna44376	gene21743
rna845	gene274
rna844	gene274
rna32963	gene13818
rna57207	gene29792
rna57208	gene29792
rna57209	gene29792
rna38238	gene17832
rna31976	gene12847
rna23714	gene7339
rna23713	gene7339
rna23710	gene7339
rna23709	gene7339
rna23711	gene7339
rna23712	gene7339
rna23715	gene7339
rna23716	gene7339
rna23717	gene7339
rna23718	gene7339
rna23719	gene7339
rna23720	gene7339
rna23721	gene7339
rna10295	gene3147
rna10296	gene3147
rna10297	gene3147
rna10298	gene3147
rna10293	gene3147
rna10294	gene3147
rna20622	gene6383
rna20621	gene6383
rna15019	gene4613
rna15018	gene4613
rna15020	gene4613
rna15021	gene4613
rna47860	gene23965
rna9690	gene2960
rna9691	gene2960
rna9689	gene2960
rna9692	gene2960
rna60861	gene32110
rna60862	gene32110
rna15900	gene4882
rna15901	gene4882
rna14591	gene4481
rna14592	gene4481
rna459	gene156
rna460	gene156
rna58703	gene30730
rna17371	gene5362
rna17372	gene5362
rna17369	gene5362
rna17370	gene5362
rna17373	gene5362
rna17374	gene5362
rna47719	gene23873
rna5815	gene1778
rna5814	gene1778
rna59993	gene31576
rna15543	gene4764
rna15544	gene4764
rna15545	gene4764
rna15542	gene4764
rna19356	gene5998
rna19357	gene5998
rna19358	gene5998
rna19359	gene5998
rna19360	gene5998
rna4639	gene1436
rna4640	gene1436
rna63161	gene33530
rna63162	gene33530
rna63163	gene33530
rna63164	gene33530
rna63165	gene33530
rna63166	gene33530
rna63167	gene33530
rna63168	gene33530
rna57709	gene30108
rna4235	gene1322
rna4236	gene1322
rna4237	gene1322
rna44764	gene21988
rna38327	gene17882
rna25314	gene7848
rna25315	gene7848
rna14583	gene4478
rna14584	gene4478
rna27329	gene8446
rna27330	gene8446
rna38077	gene17734
rna60799	gene32095
rna10638	gene3245
rna10639	gene3245
rna41842	gene20188
rna33215	gene14062
rna48332	gene24259
rna34372	gene15196
rna51038	gene25893
rna51039	gene25893
rna57342	gene29882
rna27883	gene8808
rna37871	gene17635
rna34087	gene14913
rna15624	gene4789
rna15625	gene4789
rna63133	gene33513
rna36679	gene16827
rna42936	gene20874
rna49743	gene25085
rna39922	gene18957
rna52864	gene27080
rna52865	gene27080
rna16660	gene5116
rna16661	gene5116
rna16662	gene5116
rna16659	gene5116
rna36688	gene16835
rna36689	gene16835
rna36690	gene16835
rna24374	gene7568
rna24373	gene7568
rna24375	gene7568
rna56971	gene29628
rna32336	gene13202
rna62817	gene33274
rna39578	gene18742
rna53032	gene27190
rna53033	gene27190
rna53034	gene27190
rna60019	gene31596
rna59220	gene31062
rna59221	gene31062
rna59222	gene31062
rna52714	gene26989
rna52715	gene26989
rna46717	gene23242
rna30567	gene11449
rna31315	gene12191
rna30310	gene11195
rna40104	gene19092
rna40103	gene19092
rna63414	gene33667
rna56972	gene29629
rna36225	gene16536
rna2872	gene895
rna2873	gene895
rna52447	gene26830
rna52446	gene26830
rna52448	gene26830
